"aaban",1
"aabha",0
"aabid",1
"aabriella",0
"aadam",1
"aadan",1
"aadarsh",1
"aaden",0.998642042368278
"aadesh",1
"aadhav",1
"aadhavan",1
"aadhi",1
"aadhira",0
"aadhya",0
"aadhyan",1
"aadi",0.97456279809221
"aadil",1
"aadin",1
"aadish",1
"aadison",0
"aadit",1
"aadith",1
"aaditri",0
"aaditya",1
"aadiv",1
"aadon",1
"aadrian",1
"aadrika",0
"aadrit",1
"aadvik",1
"aadvika",0
"aadya",0
"aadyn",0.956756756756757
"aafreen",0
"aagam",1
"aahaan",1
"aahan",1
"aahana",0
"aahil",1
"aahliyah",0
"aahna",0
"aahron",1
"aaidan",1
"aaiden",1
"aaidyn",1
"aaila",0
"aailiyah",0
"aailyah",0
"aaima",0
"aaira",0
"aairah",0
"aaisha",0
"aaishah",0
"aaiyana",0
"aaiza",0
"aaja",0
"aajah",0
"aajaylah",0
"aajon",1
"aakanksha",0
"aakarsh",1
"aakash",1
"aakeem",1
"aakilah",0
"aakira",0
"aakiyah",0
"aakriti",0
"aala",0
"aalaiya",0
"aalaiyah",0
"aalana",0
"aalanah",0
"aalani",0
"aalap",1
"aalaya",0
"aalayah",0
"aalayiah",0
"aalayjah",0
"aalayna",0
"aalaysha",0
"aalaysia",0
"aalea",0
"aaleah",0
"aaleahya",0
"aaleeya",0
"aaleeyah",0
"aaleigha",0
"aaleiyah",0
"aalexis",0
"aalexus",0
"aaleya",0
"aaleyah",0
"aalia",0
"aaliah",0
"aaliana",0
"aalias",1
"aaliayah",0
"aaliayh",0
"aalicia",0
"aaliha",0
"aalijah",0.585152838427948
"aalim",1
"aalimah",0
"aalina",0
"aalisha",0
"aalivia",0
"aaliya",0
"aaliyaa",0
"aaliyah",0.00121489865592225
"aaliyaha",0
"aaliyahmarie",0
"aaliyahrose",0
"aaliyan",0
"aaliyana",0
"aaliyha",0
"aaliyiah",0
"aalliyah",0
"aallyah",0
"aalok",1
"aalon",1
"aalya",0
"aalyah",0
"aalycia",0
"aalyha",0
"aalyia",0
"aalyiah",0
"aalysia",0
"aalyssa",0
"aalyvia",0
"aamanda",0
"aamani",0
"aamar",1
"aamari",0.564285714285714
"aamarion",1
"aamaya",0
"aamber",0
"aamena",0
"aamer",1
"aamia",0
"aamil",1
"aamilah",0
"aamina",0
"aaminah",0
"aamir",0.995447647951442
"aamira",0
"aamirah",0
"aamiya",0
"aamiyah",0
"aamna",0
"aamoni",0
"aamori",0
"aamya",0
"aamyah",0
"aana",0
"aanand",1
"aanav",1
"aanchal",0
"aania",0
"aaniah",0
"aanijah",0
"aanika",0
"aanisah",0
"aaniya",0
"aaniyah",0
"aaniylah",0
"aansh",1
"aanshi",0
"aanvi",0
"aanya",0
"aanyah",0
"aanyla",0
"aapri",0
"aaqib",1
"aaqil",1
"aara",0
"aarabella",0
"aaradhana",0
"aaradhya",0
"aaralyn",0
"aaralynn",0
"aaran",1
"aaraon",1
"aaratrika",0
"aarav",1
"aaren",0.711656441717791
"aareon",0.767441860465116
"aareona",0
"aaria",0
"aariah",0
"aarian",0.65625
"aariana",0
"aarianna",0
"aarib",1
"aaric",1
"aarica",0
"aarick",1
"aarie",0
"aariel",0
"aarielle",0
"aarik",1
"aarika",0
"aarilyn",0
"aarin",0.587482219061166
"aarini",0
"aarion",0.763837638376384
"aariona",0
"aarionna",0
"aaris",0.511627906976744
"aarish",1
"aarit",1
"aariv",1
"aariya",0
"aariyah",0
"aariyana",0
"aariyanna",0
"aariyona",0
"aariyonna",0
"aariz",1
"aarjav",1
"aarn",1
"aarna",0
"aarnav",1
"aarnavi",0
"aaro",1
"aarohan",1
"aarohi",0
"aarolyn",0
"aaron",0.992278734761427
"aarona",0
"aaronae",0
"aaronda",0
"aaronette",0
"aaronisha",0
"aaronjacob",1
"aaronjames",1
"aaronjohn",1
"aaronjoseph",1
"aaronjosh",1
"aaronjoshua",1
"aaronlee",1
"aaronmichael",1
"aaronn",1
"aaroosh",1
"aarren",1
"aarron",1
"aarsh",1
"aarshi",0
"aarshiya",0
"aarthi",0
"aarti",0
"aarush",1
"aarushi",0
"aarvi",0
"aarya",0.238658777120316
"aaryah",0
"aaryan",0.993103448275862
"aaryana",0
"aaryanna",0
"aaryav",1
"aaryn",0.392476933995742
"aaryon",1
"aaryona",0
"aasha",0
"aashana",0
"aashay",1
"aashi",0
"aashia",0
"aashika",0
"aashini",0
"aashir",1
"aashirya",0
"aashish",1
"aashita",0
"aashiyana",0
"aashka",0
"aashman",1
"aashna",0
"aashni",0
"aashray",1
"aashrita",0
"aashrith",1
"aashritha",0
"aashvi",0
"aasia",0
"aasim",1
"aasin",1
"aasir",1
"aasiya",0
"aasiyah",0
"aason",1
"aastha",0
"aathan",1
"aatif",1
"aatish",1
"aava",0
"aavah",0
"aaven",1
"aavi",1
"aavin",1
"aavion",1
"aavya",0
"aavyn",0
"aaya",0
"aayaan",1
"aayah",0
"aayan",1
"aayana",0
"aayanah",0
"aayanna",0
"aayansh",1
"aayat",0
"aaydan",1
"aayden",0.993909866017052
"aayla",0
"aaylah",0
"aayliah",0
"aayu",1
"aayush",1
"aayushi",0
"aazan",1
"aazim",1
"aaziyah",0
"ab",1
"aba",0.185185185185185
"abaan",1
"abad",1
"abagael",0
"abagail",0
"abagaile",0
"abagale",0
"abagayle",0
"abaigael",0
"abaigail",0
"abaigeal",0
"aban",1
"abanoub",1
"abas",1
"abasi",1
"abass",1
"abayomi",1
"abba",1
"abbaas",1
"abbagail",0
"abbagale",0
"abbagayle",0
"abbas",1
"abbe",0
"abbee",0
"abbegail",0
"abbegale",0
"abbegayle",0
"abbey",0.000734169470786173
"abbeygail",0
"abbeygale",0
"abbi",0
"abbie",0
"abbiegail",0
"abbiegale",0
"abbiegayle",0
"abbigael",0
"abbigail",0.000477326968973747
"abbigaile",0
"abbigal",0
"abbigale",0
"abbigayl",0
"abbigayle",0
"abbilyn",0
"abbot",1
"abbott",0.971428571428571
"abbra",0
"abbriella",0
"abbrielle",0
"abby",0.00272677001697081
"abbye",0
"abbygael",0
"abbygail",0
"abbygaile",0
"abbygale",0
"abbygayl",0
"abbygayle",0
"abbylynn",0
"abcde",0
"abd",1
"abdala",1
"abdalah",1
"abdalla",1
"abdallah",1
"abdalrahman",1
"abdalrhman",1
"abdel",1
"abdelaziz",1
"abdelhadi",1
"abdelkareem",1
"abdelkarim",1
"abdellah",1
"abdelrahman",1
"abdelrhman",1
"abderrahman",1
"abdi",0.958333333333333
"abdias",1
"abdiasis",1
"abdiaziz",1
"abdiel",1
"abdifatah",1
"abdihakim",1
"abdihamid",1
"abdikadir",1
"abdikarim",1
"abdikhaliq",1
"abdilahi",1
"abdimalik",1
"abdinajib",1
"abdinasir",1
"abdiqani",1
"abdirahim",1
"abdirahman",1
"abdirashid",1
"abdirisaq",1
"abdirizak",1
"abdisalam",1
"abdisalan",1
"abdisamad",1
"abdishakur",1
"abdiwahab",1
"abdiwali",1
"abdo",1
"abdon",1
"abdou",1
"abdoul",1
"abdoulaye",1
"abdoulaziz",1
"abdoulie",1
"abdourahman",1
"abdourahmane",1
"abdrahman",1
"abdrew",1
"abdu",1
"abdual",1
"abduallah",1
"abduel",1
"abdul",1
"abdula",1
"abdulah",1
"abdulahad",1
"abdulahi",1
"abdulai",1
"abdulaye",1
"abdulazeem",1
"abdulazeez",1
"abdulaziz",1
"abdulbari",1
"abdulbasit",1
"abdule",1
"abdulelah",1
"abdulhadi",1
"abdulhakeem",1
"abdulhakim",1
"abdulhalim",1
"abdulhameed",1
"abdulhamid",1
"abduljabbar",1
"abduljaleel",1
"abduljalil",1
"abdulkadir",1
"abdulkareem",1
"abdulkarim",1
"abdull",1
"abdulla",1
"abdullah",1
"abdullahi",1
"abdullatif",1
"abdulloh",1
"abdulmajeed",1
"abdulmajid",1
"abdulmalek",1
"abdulmalik",1
"abdulmohsen",1
"abdulnasir",1
"abdulqadir",1
"abdulraheem",1
"abdulrahim",1
"abdulrahman",1
"abdulrehman",1
"abdulrhman",1
"abdulsalam",1
"abdulsamad",1
"abdulwadud",1
"abdulwahab",1
"abdulwahid",1
"abdur",1
"abdurahman",1
"abdurraheem",1
"abdurrahim",1
"abdurrahmaan",1
"abdurrahman",1
"abdurrehman",1
"abdussamad",1
"abe",1
"abeal",1
"abed",1
"abedallah",1
"abedalrahman",1
"abednego",1
"abeeha",0
"abeer",0.0340681362725451
"abeera",0
"abegail",0
"abegale",0
"abegayle",0
"abel",0.997059093833287
"abela",0
"abelardo",1
"abelina",0
"abelino",1
"abell",1
"abella",0
"abem",1
"aben",1
"abena",0
"abenezer",1
"abeni",0
"aber",0
"aberdeen",0
"aberham",1
"abernathy",0
"abery",0
"abey",0.37037037037037
"abgail",0
"abha",0
"abhay",1
"abheek",1
"abhi",1
"abhigna",0
"abhijay",1
"abhijeet",1
"abhijit",1
"abhijot",1
"abhik",1
"abhilash",1
"abhimanyu",1
"abhinav",1
"abhinay",1
"abhiraj",1
"abhiram",1
"abhirup",1
"abhishek",1
"abi",0.0486725663716814
"abia",0
"abiageal",0
"abiah",0
"abian",1
"abianna",0
"abibail",0
"abid",1
"abida",0
"abidan",1
"abie",0.73972602739726
"abiegail",0
"abiel",0.974358974358974
"abiela",0
"abiella",0
"abiezer",1
"abigael",0.00338066260987153
"abigaelle",0
"abigahil",0
"abigai",0
"abigail",0.00191002945036862
"abigaile",0
"abigailgrace",0
"abigaille",0
"abigailmarie",0
"abigal",0
"abigale",0
"abigayil",0
"abigayl",0
"abigayle",0.000907276356378153
"abigeal",0
"abigel",0
"abigial",0
"abiha",0
"abihail",0
"abijah",0.832669322709163
"abilene",0
"abilgail",0
"abilio",1
"abilyn",0
"abimael",1
"abimbola",0.0595238095238095
"abimelec",1
"abin",1
"abinadab",1
"abinadi",1
"abinav",1
"abinaya",0
"abiodun",1
"abiola",0.252873563218391
"abiona",0
"abir",0.683848797250859
"abira",0
"abiram",1
"abirami",0
"abisag",0
"abisai",1
"abish",0
"abisha",0
"abishai",0.91304347826087
"abishek",1
"abisola",0
"abiud",1
"abiyah",0
"abla",0
"able",1
"abnel",1
"abner",1
"abney",0
"abony",0
"abou",1
"aboubacar",1
"aboubakar",1
"abra",0
"abraam",1
"abraar",1
"abrah",0
"abraham",0.996747090646581
"abrahan",1
"abraheem",1
"abrahem",1
"abrahim",1
"abrahm",1
"abram",1
"abran",1
"abranda",0
"abrar",0.482817869415808
"abraxas",0.545454545454545
"abrea",0
"abreana",0
"abreanna",0
"abree",0
"abreia",0
"abren",1
"abreona",0
"abreonna",0
"abrey",0
"abreya",0
"abrham",1
"abri",0
"abria",0
"abriah",0
"abrial",0
"abriam",1
"abrian",0.980237154150198
"abriana",0
"abrianna",0
"abriannah",0
"abrianne",0
"abrie",0
"abriel",0.30314465408805
"abriela",0
"abriele",0
"abriella",0
"abrielle",0
"abrien",1
"abrienne",0
"abrigail",0
"abril",0.000781372089388967
"abrille",0
"abrina",0
"abrion",1
"abriona",0
"abrionna",0
"abriya",0
"abriyah",0
"abriyana",0
"abron",1
"abrum",1
"abry",0
"abryana",0
"abryanna",0
"abryella",0
"abryelle",0
"abryl",0
"absalom",1
"absalon",1
"abshir",1
"absidy",0
"abtin",1
"abu",1
"abubacar",1
"abubacarr",1
"abubakar",1
"abubakarr",1
"abubakary",1
"abubaker",1
"abubakr",1
"abuk",0
"abukar",1
"abundio",1
"aby",0.259259259259259
"abyade",0
"abyan",0.730769230769231
"abygael",0
"abygail",0
"abygaile",0
"abygale",0
"abygayle",0
"abyssinia",0
"ac",1
"acacia",0
"acadia",0
"acari",1
"acasia",0
"accacia",0
"accalia",0
"access",1
"ace",0.998932764140875
"acea",0.927536231884058
"acein",1
"acelin",0.815533980582524
"acelino",1
"acelyn",0
"acelynn",0
"acen",1
"aceon",1
"acer",1
"aceson",1
"acesyn",1
"aceton",1
"acey",0.966666666666667
"aceyn",1
"achai",1
"achaia",0
"achan",0
"achante",0
"achanti",0
"achary",1
"achazia",0
"achel",0
"acheron",1
"achille",1
"achilles",1
"achilleus",1
"achillies",1
"achintya",1
"achol",0
"achraf",1
"achsah",0
"achyut",1
"achyuth",1
"acia",0
"aciano",1
"acie",0.968864468864469
"aciel",1
"acire",0
"ackeem",1
"acob",1
"acquanetta",0
"acquanette",0
"acsa",0
"acura",0
"acxel",1
"acy",0.75
"ada",0.0024768704013987
"adabel",0
"adabella",0
"adabelle",0
"adacia",0
"adae",1
"adael",1
"adaelyn",0
"adaeze",0
"adah",0
"adahir",1
"adahli",0
"adahlia",0
"adahy",1
"adai",0
"adaia",0
"adaiah",0.153846153846154
"adaija",0
"adaijah",0
"adain",1
"adair",0.611404435058078
"adaira",0
"adaire",0
"adairis",0
"adaisha",0
"adaisia",0
"adaja",0
"adajah",0
"adaku",0
"adal",1
"adalade",0
"adalae",0
"adalai",0
"adalaide",0
"adalay",0
"adalaya",0
"adalayde",0
"adalberto",1
"adale",0
"adalea",0
"adaleah",0
"adalee",0
"adaleen",0
"adaleena",0
"adalei",0
"adaleigh",0
"adaleine",0
"adalen",0
"adalena",0
"adalene",0
"adaley",0
"adaleya",0
"adalhi",0
"adali",0.0716417910447761
"adalia",0
"adaliah",0
"adalicia",0
"adalid",0.9
"adalida",0
"adalie",0
"adaliene",0
"adalin",0
"adalina",0
"adalind",0
"adalinda",0
"adaline",0
"adalinn",0
"adalis",0
"adalisa",0
"adalise",0
"adalius",1
"adaliyah",0
"adaliz",0
"adalize",0
"adallyn",0
"adaly",0
"adalya",0
"adalye",0
"adalyn",0
"adalyna",0
"adalynd",0
"adalyne",0
"adalynn",0
"adalynne",0
"adalys",0
"adam",0.996133828704901
"adama",0.399412628487518
"adamae",0
"adamari",0
"adamarie",0
"adamaris",0
"adamariz",0
"adamary",0
"adamarys",0
"adamina",0
"adamm",1
"adamma",0
"adammichael",1
"adamo",1
"adams",1
"adan",0.996464932126697
"adana",0
"adaneli",0
"adanelly",0
"adanely",0
"adanna",0
"adannaya",0
"adante",1
"adanya",0
"adaobi",0
"adaora",0
"adar",0.666666666666667
"adara",0
"adarah",0
"adari",1
"adaria",0
"adarian",1
"adarien",1
"adarion",1
"adarious",1
"adarius",1
"adarrius",1
"adarryl",1
"adarryll",1
"adarsh",1
"adaryl",1
"adaryll",1
"adasha",0
"adashia",0
"adasia",0
"adason",0.5
"adassa",0
"adasyn",0
"adaugo",0
"adavia",0
"adavion",1
"adaya",0
"adayah",0
"adayla",0
"adaysha",0
"adayshia",0
"adaysia",0
"adbeel",1
"adbiel",1
"adda",0
"addai",1
"addalee",0
"addaleigh",0
"addaley",0
"addalie",0
"addalina",0
"addaline",0
"addalyn",0
"addalyne",0
"addalynn",0
"addalynne",0
"addam",1
"addan",1
"addasyn",0
"addelin",0
"addelina",0
"addeline",0
"addelyn",0
"addelyne",0
"addelynn",0
"addelynne",0
"adden",1
"adderly",1
"addeson",0
"addesyn",0
"addey",0
"addi",0
"addicus",1
"addicyn",0
"addie",0.000751314800901578
"addiel",1
"addielynn",0
"addieson",0
"addilee",0
"addileigh",0
"addiley",0
"addilyn",0
"addilyne",0
"addilynn",0
"addilynne",0
"addington",0
"addis",0.714285714285714
"addisan",0
"addisen",0.00623052959501558
"addisin",0
"addison",0.0956060984753812
"addisson",0
"addiston",0
"addisun",0
"addisyn",0
"addisynn",0
"addlee",0
"addley",0
"addlie",0
"addonis",1
"addriana",0
"addrianna",0
"addrienne",0
"addsion",0
"addy",0.0161943319838057
"addylan",0
"addylen",0
"addylin",0
"addylyn",0
"addylynn",0
"addysan",0
"addysen",0
"addysin",0
"addysn",0
"addyson",0.00277918140474987
"addysun",0
"addysyn",0
"ade",0.978723404255319
"adea",0
"adean",1
"adeana",0
"adeanna",0
"adebayo",1
"adebisi",0
"adebola",0.222222222222222
"adebowale",1
"adedamola",1
"adedayo",1
"adedeji",1
"adedotun",1
"adedoyin",0
"adee",0
"adeeb",1
"adeeba",0
"adeel",1
"adeem",1
"adeen",1
"adeena",0
"adein",1
"adeja",0
"adejah",0
"adekemi",0
"adekunle",1
"adel",0.687250996015936
"adela",0
"adelade",0
"adelae",0
"adelai",0
"adelaida",0
"adelaide",0
"adelaido",1
"adelaina",0
"adelaine",0
"adelais",0
"adelane",0
"adelay",0
"adelayda",0
"adelayde",0
"adelayne",0
"adelbert",1
"adele",0
"adelee",0
"adelei",0
"adeleigh",0
"adeleine",0
"adeleke",1
"adelena",0
"adelene",0
"adeley",0
"adelfa",0
"adelfo",1
"adelheid",0
"adeli",0
"adelia",0
"adelice",0
"adelicia",0
"adelie",0
"adelin",0
"adelina",0
"adelinah",0
"adelind",0
"adeline",0.000382936355977637
"adelinn",0
"adelinne",0
"adelino",1
"adelis",0
"adelisa",0
"adelise",0
"adelita",0
"adeliz",0
"adell",0.246556473829201
"adella",0
"adelle",0
"adellia",0
"adellyn",0
"adellynn",0
"adely",0
"adelyn",0
"adelyna",0
"adelyne",0
"adelynn",0
"adelynne",0
"adelys",0
"adem",1
"ademide",1
"ademir",1
"ademola",1
"aden",0.968867383968931
"adena",0
"adenike",0
"adeniyi",1
"adenn",1
"adeola",0.0727272727272727
"adeolu",1
"adeoluwa",1
"adeon",1
"adera",0
"aderemi",1
"aderinsola",0
"adero",0
"aderonke",0
"aderyn",0
"adesh",1
"adesha",0
"adesina",0
"adesola",0
"adessa",0
"adesuwa",0
"adetayo",1
"adetokunbo",0.943820224719101
"adetola",1
"adeva",0
"adewale",1
"adeyemi",1
"adeyinka",0.5
"adham",1
"adhara",0
"adharsh",1
"adhav",1
"adheesh",1
"adhem",1
"adhemar",1
"adhira",0
"adhithi",0
"adhithya",1
"adhitya",1
"adhley",0
"adhrit",1
"adhrith",1
"adhvaith",1
"adhvik",1
"adhya",0
"adi",0.407740774077408
"adia",0
"adiah",0
"adiam",0
"adian",1
"adiana",0
"adianez",0
"adianna",0
"adib",1
"adiba",0
"adidas",1
"adie",0
"adiel",0.934782608695652
"adiela",0
"adiella",0
"adielle",0
"adien",1
"adijah",0
"adika",1
"adikus",1
"adil",1
"adila",0
"adilah",0
"adilee",0
"adileigh",0
"adilen",0
"adilena",0
"adilene",0.00158013544018059
"adileni",0
"adilenne",0
"adileny",0
"adiley",0
"adilia",0
"adiline",0
"adilson",1
"adilyn",0
"adilyne",0
"adilynn",0
"adilynne",0
"adin",0.963971512358609
"adina",0
"adinah",0
"adine",0
"adir",1
"adira",0
"adirah",0
"adis",1
"adisa",0.418300653594771
"adisen",0
"adison",0.177400468384075
"adisson",0.0632911392405063
"adisyn",0
"adisynn",0
